Cep_Inicial;Cep_Final;Peso_Inicial;Peso_Final;Valor1;Valor2;Valor3;Valor4;Valor5;Valor6;Valor7;Valor8;Valor9;Valor10;Valor_Adicional_Por_Kg;Prazo;
11730000;11730000;192.001;200.000;138.30;;;;;;;;;;;11;
13190000;13190000;0.000;8.000;29.80;;;;;;;;;;;11;
13190000;13190000;8.001;16.000;39.80;;;;;;;;;;;11;
13190000;13190000;16.001;24.000;41.25;;;;;;;;;;;11;
13190000;13190000;24.001;32.000;41.25;;;;;;;;;;;11;
13190000;13190000;32.001;40.000;50.10;;;;;;;;;;;11;
13190000;13190000;40.001;48.000;50.10;;;;;;;;;;;11;
13190000;13190000;48.001;56.000;58.90;;;;;;;;;;;11;
13190000;13190000;56.001;64.000;58.90;;;;;;;;;;;11;
13190000;13190000;64.001;72.000;67.70;;;;;;;;;;;11;
13190000;13190000;72.001;80.000;67.70;;;;;;;;;;;11;
13190000;13190000;80.001;88.000;76.55;;;;;;;;;;;11;
13190000;13190000;88.001;96.000;76.55;;;;;;;;;;;11;
13190000;13190000;96.001;104.000;85.35;;;;;;;;;;;11;
13190000;13190000;104.001;112.000;85.35;;;;;;;;;;;11;
13190000;13190000;112.001;120.000;93.55;;;;;;;;;;;11;
13190000;13190000;120.001;128.000;93.55;;;;;;;;;;;11;
13190000;13190000;128.001;136.000;103.00;;;;;;;;;;;11;
13190000;13190000;136.001;144.000;103.00;;;;;;;;;;;11;
13190000;13190000;144.001;152.000;111.80;;;;;;;;;;;11;
13190000;13190000;152.001;160.000;111.80;;;;;;;;;;;11;
13190000;13190000;160.001;168.000;120.65;;;;;;;;;;;11;
13190000;13190000;168.001;176.000;120.65;;;;;;;;;;;11;
13190000;13190000;176.001;184.000;129.45;;;;;;;;;;;11;
13190000;13190000;184.001;192.000;129.45;;;;;;;;;;;11;
13190000;13190000;192.001;200.000;138.30;;;;;;;;;;;11;
6000000;6299999;0.000;8.000;29.80;;;;;;;;;;;11;
6000000;6299999;8.001;16.000;39.80;;;;;;;;;;;11;
6000000;6299999;16.001;24.000;41.25;;;;;;;;;;;11;
6000000;6299999;24.001;32.000;41.25;;;;;;;;;;;11;
6000000;6299999;32.001;40.000;50.10;;;;;;;;;;;11;
6000000;6299999;40.001;48.000;50.10;;;;;;;;;;;11;
6000000;6299999;48.001;56.000;58.90;;;;;;;;;;;11;
6000000;6299999;56.001;64.000;58.90;;;;;;;;;;;11;
6000000;6299999;64.001;72.000;67.70;;;;;;;;;;;11;
6000000;6299999;72.001;80.000;67.70;;;;;;;;;;;11;
6000000;6299999;80.001;88.000;76.55;;;;;;;;;;;11;
6000000;6299999;88.001;96.000;76.55;;;;;;;;;;;11;
6000000;6299999;96.001;104.000;85.35;;;;;;;;;;;11;
6000000;6299999;104.001;112.000;85.35;;;;;;;;;;;11;
6000000;6299999;112.001;120.000;93.55;;;;;;;;;;;11;
6000000;6299999;120.001;128.000;93.55;;;;;;;;;;;11;
6000000;6299999;128.001;136.000;103.00;;;;;;;;;;;11;
6000000;6299999;136.001;144.000;103.00;;;;;;;;;;;11;
6000000;6299999;144.001;152.000;111.80;;;;;;;;;;;11;
6000000;6299999;152.001;160.000;111.80;;;;;;;;;;;11;
6000000;6299999;160.001;168.000;120.65;;;;;;;;;;;11;
6000000;6299999;168.001;176.000;120.65;;;;;;;;;;;11;
6000000;6299999;176.001;184.000;129.45;;;;;;;;;;;11;
6000000;6299999;184.001;192.000;129.45;;;;;;;;;;;11;
6000000;6299999;192.001;200.000;138.30;;;;;;;;;;;11;
13140000;13149999;0.000;8.000;29.80;;;;;;;;;;;11;
13140000;13149999;8.001;16.000;39.80;;;;;;;;;;;11;
13140000;13149999;16.001;24.000;41.25;;;;;;;;;;;11;
13140000;13149999;24.001;32.000;41.25;;;;;;;;;;;11;
13140000;13149999;32.001;40.000;50.10;;;;;;;;;;;11;
13140000;13149999;40.001;48.000;50.10;;;;;;;;;;;11;
13140000;13149999;48.001;56.000;58.90;;;;;;;;;;;11;
13140000;13149999;56.001;64.000;58.90;;;;;;;;;;;11;
13140000;13149999;64.001;72.000;67.70;;;;;;;;;;;11;
13140000;13149999;72.001;80.000;67.70;;;;;;;;;;;11;
13140000;13149999;80.001;88.000;76.55;;;;;;;;;;;11;
13140000;13149999;88.001;96.000;76.55;;;;;;;;;;;11;
13140000;13149999;96.001;104.000;85.35;;;;;;;;;;;11;
13140000;13149999;104.001;112.000;85.35;;;;;;;;;;;11;
13140000;13149999;112.001;120.000;93.55;;;;;;;;;;;11;
13140000;13149999;120.001;128.000;93.55;;;;;;;;;;;11;
13140000;13149999;128.001;136.000;103.00;;;;;;;;;;;11;
13140000;13149999;136.001;144.000;103.00;;;;;;;;;;;11;
13140000;13149999;144.001;152.000;111.80;;;;;;;;;;;11;
13140000;13149999;152.001;160.000;111.80;;;;;;;;;;;11;
13140000;13149999;160.001;168.000;120.65;;;;;;;;;;;11;
13140000;13149999;168.001;176.000;120.65;;;;;;;;;;;11;
13140000;13149999;176.001;184.000;129.45;;;;;;;;;;;11;
13140000;13149999;184.001;192.000;129.45;;;;;;;;;;;11;
13140000;13149999;192.001;200.000;138.30;;;;;;;;;;;11;
13140000;13149999;0.000;8.000;29.80;;;;;;;;;;;11;
13140000;13149999;8.001;16.000;39.80;;;;;;;;;;;11;
13140000;13149999;16.001;24.000;41.25;;;;;;;;;;;11;
13140000;13149999;24.001;32.000;41.25;;;;;;;;;;;11;
13140000;13149999;32.001;40.000;50.10;;;;;;;;;;;11;
13140000;13149999;40.001;48.000;50.10;;;;;;;;;;;11;
13140000;13149999;48.001;56.000;58.90;;;;;;;;;;;11;
13140000;13149999;56.001;64.000;58.90;;;;;;;;;;;11;
13140000;13149999;64.001;72.000;67.70;;;;;;;;;;;11;
13140000;13149999;72.001;80.000;67.70;;;;;;;;;;;11;
13140000;13149999;80.001;88.000;76.55;;;;;;;;;;;11;
13140000;13149999;88.001;96.000;76.55;;;;;;;;;;;11;
13140000;13149999;96.001;104.000;85.35;;;;;;;;;;;11;
13140000;13149999;104.001;112.000;85.35;;;;;;;;;;;11;
13140000;13149999;112.001;120.000;93.55;;;;;;;;;;;11;
13140000;13149999;120.001;128.000;93.55;;;;;;;;;;;11;
13140000;13149999;128.001;136.000;103.00;;;;;;;;;;;11;
13140000;13149999;136.001;144.000;103.00;;;;;;;;;;;11;
13140000;13149999;144.001;152.000;111.80;;;;;;;;;;;11;
13140000;13149999;152.001;160.000;111.80;;;;;;;;;;;11;
13140000;13149999;160.001;168.000;120.65;;;;;;;;;;;11;
13140000;13149999;168.001;176.000;120.65;;;;;;;;;;;11;
13140000;13149999;176.001;184.000;129.45;;;;;;;;;;;11;
13140000;13149999;184.001;192.000;129.45;;;;;;;;;;;11;
13140000;13149999;192.001;200.000;138.30;;;;;;;;;;;11;
11750000;11750000;0.000;8.000;29.80;;;;;;;;;;;11;
11750000;11750000;8.001;16.000;39.80;;;;;;;;;;;11;
11750000;11750000;16.001;24.000;41.25;;;;;;;;;;;11;
11750000;11750000;24.001;32.000;41.25;;;;;;;;;;;11;
11750000;11750000;32.001;40.000;50.10;;;;;;;;;;;11;
11750000;11750000;40.001;48.000;50.10;;;;;;;;;;;11;
11750000;11750000;48.001;56.000;58.90;;;;;;;;;;;11;
11750000;11750000;56.001;64.000;58.90;;;;;;;;;;;11;
11750000;11750000;64.001;72.000;67.70;;;;;;;;;;;11;
11750000;11750000;72.001;80.000;67.70;;;;;;;;;;;11;
11750000;11750000;80.001;88.000;76.55;;;;;;;;;;;11;
11750000;11750000;88.001;96.000;76.55;;;;;;;;;;;11;
11750000;11750000;96.001;104.000;85.35;;;;;;;;;;;11;
11750000;11750000;104.001;112.000;85.35;;;;;;;;;;;11;
11750000;11750000;112.001;120.000;93.55;;;;;;;;;;;11;
11750000;11750000;120.001;128.000;93.55;;;;;;;;;;;11;
11750000;11750000;128.001;136.000;103.00;;;;;;;;;;;11;
11750000;11750000;136.001;144.000;103.00;;;;;;;;;;;11;
11750000;11750000;144.001;152.000;111.80;;;;;;;;;;;11;
11750000;11750000;152.001;160.000;111.80;;;;;;;;;;;11;
11750000;11750000;160.001;168.000;120.65;;;;;;;;;;;11;
11750000;11750000;168.001;176.000;120.65;;;;;;;;;;;11;
11750000;11750000;176.001;184.000;129.45;;;;;;;;;;;11;
11750000;11750000;184.001;192.000;129.45;;;;;;;;;;;11;
11750000;11750000;192.001;200.000;138.30;;;;;;;;;;;11;
8550000;8569999;0.000;8.000;29.80;;;;;;;;;;;11;
8550000;8569999;8.001;16.000;39.80;;;;;;;;;;;11;
8550000;8569999;16.001;24.000;41.25;;;;;;;;;;;11;
8550000;8569999;24.001;32.000;41.25;;;;;;;;;;;11;
8550000;8569999;32.001;40.000;50.10;;;;;;;;;;;11;
8550000;8569999;40.001;48.000;50.10;;;;;;;;;;;11;
8550000;8569999;48.001;56.000;58.90;;;;;;;;;;;11;
8550000;8569999;56.001;64.000;58.90;;;;;;;;;;;11;
8550000;8569999;64.001;72.000;67.70;;;;;;;;;;;11;
8550000;8569999;72.001;80.000;67.70;;;;;;;;;;;11;
8550000;8569999;80.001;88.000;76.55;;;;;;;;;;;11;
8550000;8569999;88.001;96.000;76.55;;;;;;;;;;;11;
8550000;8569999;96.001;104.000;85.35;;;;;;;;;;;11;
8550000;8569999;104.001;112.000;85.35;;;;;;;;;;;11;
8550000;8569999;112.001;120.000;93.55;;;;;;;;;;;11;
8550000;8569999;120.001;128.000;93.55;;;;;;;;;;;11;
8550000;8569999;128.001;136.000;103.00;;;;;;;;;;;11;
8550000;8569999;136.001;144.000;103.00;;;;;;;;;;;11;
8550000;8569999;144.001;152.000;111.80;;;;;;;;;;;11;
8550000;8569999;152.001;160.000;111.80;;;;;;;;;;;11;
8550000;8569999;160.001;168.000;120.65;;;;;;;;;;;11;
8550000;8569999;168.001;176.000;120.65;;;;;;;;;;;11;
8550000;8569999;176.001;184.000;129.45;;;;;;;;;;;11;
8550000;8569999;184.001;192.000;129.45;;;;;;;;;;;11;
8550000;8569999;192.001;200.000;138.30;;;;;;;;;;;11;
11700000;11729999;0.000;8.000;29.80;;;;;;;;;;;11;
11700000;11729999;8.001;16.000;39.80;;;;;;;;;;;11;
11700000;11729999;16.001;24.000;41.25;;;;;;;;;;;11;
11700000;11729999;24.001;32.000;41.25;;;;;;;;;;;11;
11700000;11729999;32.001;40.000;50.10;;;;;;;;;;;11;
11700000;11729999;40.001;48.000;50.10;;;;;;;;;;;11;
11700000;11729999;48.001;56.000;58.90;;;;;;;;;;;11;
11700000;11729999;56.001;64.000;58.90;;;;;;;;;;;11;
11700000;11729999;64.001;72.000;67.70;;;;;;;;;;;11;
11700000;11729999;72.001;80.000;67.70;;;;;;;;;;;11;
11700000;11729999;80.001;88.000;76.55;;;;;;;;;;;11;
11700000;11729999;88.001;96.000;76.55;;;;;;;;;;;11;
11700000;11729999;96.001;104.000;85.35;;;;;;;;;;;11;
11700000;11729999;104.001;112.000;85.35;;;;;;;;;;;11;
11700000;11729999;112.001;120.000;93.55;;;;;;;;;;;11;
11700000;11729999;120.001;128.000;93.55;;;;;;;;;;;11;
11700000;11729999;128.001;136.000;103.00;;;;;;;;;;;11;
11700000;11729999;136.001;144.000;103.00;;;;;;;;;;;11;
11700000;11729999;144.001;152.000;111.80;;;;;;;;;;;11;
11700000;11729999;152.001;160.000;111.80;;;;;;;;;;;11;
11700000;11729999;160.001;168.000;120.65;;;;;;;;;;;11;
11700000;11729999;168.001;176.000;120.65;;;;;;;;;;;11;
11700000;11729999;176.001;184.000;129.45;;;;;;;;;;;11;
11700000;11729999;184.001;192.000;129.45;;;;;;;;;;;11;
11700000;11729999;192.001;200.000;138.30;;;;;;;;;;;11;
9400000;9449999;0.000;8.000;29.80;;;;;;;;;;;11;
9400000;9449999;8.001;16.000;39.80;;;;;;;;;;;11;
9400000;9449999;16.001;24.000;41.25;;;;;;;;;;;11;
9400000;9449999;24.001;32.000;41.25;;;;;;;;;;;11;
9400000;9449999;32.001;40.000;50.10;;;;;;;;;;;11;
9400000;9449999;40.001;48.000;50.10;;;;;;;;;;;11;
9400000;9449999;48.001;56.000;58.90;;;;;;;;;;;11;
9400000;9449999;56.001;64.000;58.90;;;;;;;;;;;11;
9400000;9449999;64.001;72.000;67.70;;;;;;;;;;;11;
9400000;9449999;72.001;80.000;67.70;;;;;;;;;;;11;
9400000;9449999;80.001;88.000;76.55;;;;;;;;;;;11;
9400000;9449999;88.001;96.000;76.55;;;;;;;;;;;11;
9400000;9449999;96.001;104.000;85.35;;;;;;;;;;;11;
9400000;9449999;104.001;112.000;85.35;;;;;;;;;;;11;
9400000;9449999;112.001;120.000;93.55;;;;;;;;;;;11;
9400000;9449999;120.001;128.000;93.55;;;;;;;;;;;11;
9400000;9449999;128.001;136.000;103.00;;;;;;;;;;;11;
9400000;9449999;136.001;144.000;103.00;;;;;;;;;;;11;
9400000;9449999;144.001;152.000;111.80;;;;;;;;;;;11;
9400000;9449999;152.001;160.000;111.80;;;;;;;;;;;11;
9400000;9449999;160.001;168.000;120.65;;;;;;;;;;;11;
9400000;9449999;168.001;176.000;120.65;;;;;;;;;;;11;
9400000;9449999;176.001;184.000;129.45;;;;;;;;;;;11;
9400000;9449999;184.001;192.000;129.45;;;;;;;;;;;11;
9400000;9449999;192.001;200.000;138.30;;;;;;;;;;;11;
9600000;9899999;0.000;8.000;29.80;;;;;;;;;;;11;
9600000;9899999;8.001;16.000;39.80;;;;;;;;;;;11;
9600000;9899999;16.001;24.000;41.25;;;;;;;;;;;11;
9600000;9899999;24.001;32.000;41.25;;;;;;;;;;;11;
9600000;9899999;32.001;40.000;50.10;;;;;;;;;;;11;
9600000;9899999;40.001;48.000;50.10;;;;;;;;;;;11;
9600000;9899999;48.001;56.000;58.90;;;;;;;;;;;11;
9600000;9899999;56.001;64.000;58.90;;;;;;;;;;;11;
9600000;9899999;64.001;72.000;67.70;;;;;;;;;;;11;
9600000;9899999;72.001;80.000;67.70;;;;;;;;;;;11;
9600000;9899999;80.001;88.000;76.55;;;;;;;;;;;11;
9600000;9899999;88.001;96.000;76.55;;;;;;;;;;;11;
9600000;9899999;96.001;104.000;85.35;;;;;;;;;;;11;
9600000;9899999;104.001;112.000;85.35;;;;;;;;;;;11;
9600000;9899999;112.001;120.000;93.55;;;;;;;;;;;11;
9600000;9899999;120.001;128.000;93.55;;;;;;;;;;;11;
9600000;9899999;128.001;136.000;103.00;;;;;;;;;;;11;
9600000;9899999;136.001;144.000;103.00;;;;;;;;;;;11;
9600000;9899999;144.001;152.000;111.80;;;;;;;;;;;11;
9600000;9899999;152.001;160.000;111.80;;;;;;;;;;;11;
9600000;9899999;160.001;168.000;120.65;;;;;;;;;;;11;
9600000;9899999;168.001;176.000;120.65;;;;;;;;;;;11;
9600000;9899999;176.001;184.000;129.45;;;;;;;;;;;11;
9600000;9899999;184.001;192.000;129.45;;;;;;;;;;;11;
9600000;9899999;192.001;200.000;138.30;;;;;;;;;;;11;
13320000;13329999;0.000;8.000;29.80;;;;;;;;;;;11;
13320000;13329999;8.001;16.000;39.80;;;;;;;;;;;11;
13320000;13329999;16.001;24.000;41.25;;;;;;;;;;;11;
13320000;13329999;24.001;32.000;41.25;;;;;;;;;;;11;
13320000;13329999;32.001;40.000;50.10;;;;;;;;;;;11;
13320000;13329999;40.001;48.000;50.10;;;;;;;;;;;11;
13320000;13329999;48.001;56.000;58.90;;;;;;;;;;;11;
13320000;13329999;56.001;64.000;58.90;;;;;;;;;;;11;
13320000;13329999;64.001;72.000;67.70;;;;;;;;;;;11;
13320000;13329999;72.001;80.000;67.70;;;;;;;;;;;11;
13320000;13329999;80.001;88.000;76.55;;;;;;;;;;;11;
13320000;13329999;88.001;96.000;76.55;;;;;;;;;;;11;
13320000;13329999;96.001;104.000;85.35;;;;;;;;;;;11;
13320000;13329999;104.001;112.000;85.35;;;;;;;;;;;11;
13320000;13329999;112.001;120.000;93.55;;;;;;;;;;;11;
13320000;13329999;120.001;128.000;93.55;;;;;;;;;;;11;
13320000;13329999;128.001;136.000;103.00;;;;;;;;;;;11;
13320000;13329999;136.001;144.000;103.00;;;;;;;;;;;11;
13320000;13329999;144.001;152.000;111.80;;;;;;;;;;;11;
13320000;13329999;152.001;160.000;111.80;;;;;;;;;;;11;
13320000;13329999;160.001;168.000;120.65;;;;;;;;;;;11;
13320000;13329999;168.001;176.000;120.65;;;;;;;;;;;11;
13320000;13329999;176.001;184.000;129.45;;;;;;;;;;;11;
13320000;13329999;184.001;192.000;129.45;;;;;;;;;;;11;
13320000;13329999;192.001;200.000;138.30;;;;;;;;;;;11;
9000000;9299999;0.000;8.000;29.80;;;;;;;;;;;11;
9000000;9299999;8.001;16.000;39.80;;;;;;;;;;;11;
9000000;9299999;16.001;24.000;41.25;;;;;;;;;;;11;
9000000;9299999;24.001;32.000;41.25;;;;;;;;;;;11;
9000000;9299999;32.001;40.000;50.10;;;;;;;;;;;11;
9000000;9299999;40.001;48.000;50.10;;;;;;;;;;;11;
9000000;9299999;48.001;56.000;58.90;;;;;;;;;;;11;
9000000;9299999;56.001;64.000;58.90;;;;;;;;;;;11;
9000000;9299999;64.001;72.000;67.70;;;;;;;;;;;11;
9000000;9299999;72.001;80.000;67.70;;;;;;;;;;;11;
9000000;9299999;80.001;88.000;76.55;;;;;;;;;;;11;
9000000;9299999;88.001;96.000;76.55;;;;;;;;;;;11;
9000000;9299999;96.001;104.000;85.35;;;;;;;;;;;11;
9000000;9299999;104.001;112.000;85.35;;;;;;;;;;;11;
9000000;9299999;112.001;120.000;93.55;;;;;;;;;;;11;
9000000;9299999;120.001;128.000;93.55;;;;;;;;;;;11;
9000000;9299999;128.001;136.000;103.00;;;;;;;;;;;11;
9000000;9299999;136.001;144.000;103.00;;;;;;;;;;;11;
9000000;9299999;144.001;152.000;111.80;;;;;;;;;;;11;
9000000;9299999;152.001;160.000;111.80;;;;;;;;;;;11;
9000000;9299999;160.001;168.000;120.65;;;;;;;;;;;11;
9000000;9299999;168.001;176.000;120.65;;;;;;;;;;;11;
9000000;9299999;176.001;184.000;129.45;;;;;;;;;;;11;
9000000;9299999;184.001;192.000;129.45;;;;;;;;;;;11;
9000000;9299999;192.001;200.000;138.30;;;;;;;;;;;11;
11000000;11249999;0.000;8.000;29.80;;;;;;;;;;;11;
11000000;11249999;8.001;16.000;39.80;;;;;;;;;;;11;
11000000;11249999;16.001;24.000;41.25;;;;;;;;;;;11;
11000000;11249999;24.001;32.000;41.25;;;;;;;;;;;11;
11000000;11249999;32.001;40.000;50.10;;;;;;;;;;;11;
11000000;11249999;40.001;48.000;50.10;;;;;;;;;;;11;
11000000;11249999;48.001;56.000;58.90;;;;;;;;;;;11;
11000000;11249999;56.001;64.000;58.90;;;;;;;;;;;11;
11000000;11249999;64.001;72.000;67.70;;;;;;;;;;;11;
11000000;11249999;72.001;80.000;67.70;;;;;;;;;;;11;
11000000;11249999;80.001;88.000;76.55;;;;;;;;;;;11;
11000000;11249999;88.001;96.000;76.55;;;;;;;;;;;11;
11000000;11249999;96.001;104.000;85.35;;;;;;;;;;;11;
11000000;11249999;104.001;112.000;85.35;;;;;;;;;;;11;
11000000;11249999;112.001;120.000;93.55;;;;;;;;;;;11;
11000000;11249999;120.001;128.000;93.55;;;;;;;;;;;11;
11000000;11249999;128.001;136.000;103.00;;;;;;;;;;;11;
11000000;11249999;136.001;144.000;103.00;;;;;;;;;;;11;
11000000;11249999;144.001;152.000;111.80;;;;;;;;;;;11;
11000000;11249999;152.001;160.000;111.80;;;;;;;;;;;11;
11000000;11249999;160.001;168.000;120.65;;;;;;;;;;;11;
11000000;11249999;168.001;176.000;120.65;;;;;;;;;;;11;
11000000;11249999;176.001;184.000;129.45;;;;;;;;;;;11;
11000000;11249999;184.001;192.000;129.45;;;;;;;;;;;11;
11000000;11249999;192.001;200.000;138.30;;;;;;;;;;;11;
9500000;9599999;0.000;8.000;29.80;;;;;;;;;;;11;
9500000;9599999;8.001;16.000;39.80;;;;;;;;;;;11;
9500000;9599999;16.001;24.000;41.25;;;;;;;;;;;11;
9500000;9599999;24.001;32.000;41.25;;;;;;;;;;;11;
9500000;9599999;32.001;40.000;50.10;;;;;;;;;;;11;
9500000;9599999;40.001;48.000;50.10;;;;;;;;;;;11;
9500000;9599999;48.001;56.000;58.90;;;;;;;;;;;11;
9500000;9599999;56.001;64.000;58.90;;;;;;;;;;;11;
9500000;9599999;64.001;72.000;67.70;;;;;;;;;;;11;
9500000;9599999;72.001;80.000;67.70;;;;;;;;;;;11;
9500000;9599999;80.001;88.000;76.55;;;;;;;;;;;11;
9500000;9599999;88.001;96.000;76.55;;;;;;;;;;;11;
9500000;9599999;96.001;104.000;85.35;;;;;;;;;;;11;
9500000;9599999;104.001;112.000;85.35;;;;;;;;;;;11;
9500000;9599999;112.001;120.000;93.55;;;;;;;;;;;11;
9500000;9599999;120.001;128.000;93.55;;;;;;;;;;;11;
9500000;9599999;128.001;136.000;103.00;;;;;;;;;;;11;
9500000;9599999;136.001;144.000;103.00;;;;;;;;;;;11;
9500000;9599999;144.001;152.000;111.80;;;;;;;;;;;11;
9500000;9599999;152.001;160.000;111.80;;;;;;;;;;;11;
9500000;9599999;160.001;168.000;120.65;;;;;;;;;;;11;
9500000;9599999;168.001;176.000;120.65;;;;;;;;;;;11;
9500000;9599999;176.001;184.000;129.45;;;;;;;;;;;11;
9500000;9599999;184.001;192.000;129.45;;;;;;;;;;;11;
9500000;9599999;192.001;200.000;138.30;;;;;;;;;;;11;
1000000;5999999;0.000;8.000;29.80;;;;;;;;;;;11;
1000000;5999999;8.001;16.000;39.80;;;;;;;;;;;11;
1000000;5999999;16.001;24.000;41.25;;;;;;;;;;;11;
1000000;5999999;24.001;32.000;41.25;;;;;;;;;;;11;
1000000;5999999;32.001;40.000;50.10;;;;;;;;;;;11;
1000000;5999999;40.001;48.000;50.10;;;;;;;;;;;11;
1000000;5999999;48.001;56.000;58.90;;;;;;;;;;;11;
1000000;5999999;56.001;64.000;58.90;;;;;;;;;;;11;
1000000;5999999;64.001;72.000;67.70;;;;;;;;;;;11;
1000000;5999999;72.001;80.000;67.70;;;;;;;;;;;11;
1000000;5999999;80.001;88.000;76.55;;;;;;;;;;;11;
1000000;5999999;88.001;96.000;76.55;;;;;;;;;;;11;
1000000;5999999;96.001;104.000;85.35;;;;;;;;;;;11;
1000000;5999999;104.001;112.000;85.35;;;;;;;;;;;11;
1000000;5999999;112.001;120.000;93.55;;;;;;;;;;;11;
1000000;5999999;120.001;128.000;93.55;;;;;;;;;;;11;
1000000;5999999;128.001;136.000;103.00;;;;;;;;;;;11;
1000000;5999999;136.001;144.000;103.00;;;;;;;;;;;11;
1000000;5999999;144.001;152.000;111.80;;;;;;;;;;;11;
1000000;5999999;152.001;160.000;111.80;;;;;;;;;;;11;
1000000;5999999;160.001;168.000;120.65;;;;;;;;;;;11;
1000000;5999999;168.001;176.000;120.65;;;;;;;;;;;11;
1000000;5999999;176.001;184.000;129.45;;;;;;;;;;;11;
1000000;5999999;184.001;192.000;129.45;;;;;;;;;;;11;
1000000;5999999;192.001;200.000;138.30;;;;;;;;;;;11;
8000000;8499999;0.000;8.000;29.80;;;;;;;;;;;11;
8000000;8499999;8.001;16.000;39.80;;;;;;;;;;;11;
8000000;8499999;16.001;24.000;41.25;;;;;;;;;;;11;
8000000;8499999;24.001;32.000;41.25;;;;;;;;;;;11;
8000000;8499999;32.001;40.000;50.10;;;;;;;;;;;11;
8000000;8499999;40.001;48.000;50.10;;;;;;;;;;;11;
8000000;8499999;48.001;56.000;58.90;;;;;;;;;;;11;
8000000;8499999;56.001;64.000;58.90;;;;;;;;;;;11;
8000000;8499999;64.001;72.000;67.70;;;;;;;;;;;11;
8000000;8499999;72.001;80.000;67.70;;;;;;;;;;;11;
8000000;8499999;80.001;88.000;76.55;;;;;;;;;;;11;
8000000;8499999;88.001;96.000;76.55;;;;;;;;;;;11;
8000000;8499999;96.001;104.000;85.35;;;;;;;;;;;11;
8000000;8499999;104.001;112.000;85.35;;;;;;;;;;;11;
8000000;8499999;112.001;120.000;93.55;;;;;;;;;;;11;
8000000;8499999;120.001;128.000;93.55;;;;;;;;;;;11;
8000000;8499999;128.001;136.000;103.00;;;;;;;;;;;11;
8000000;8499999;136.001;144.000;103.00;;;;;;;;;;;11;
8000000;8499999;144.001;152.000;111.80;;;;;;;;;;;11;
8000000;8499999;152.001;160.000;111.80;;;;;;;;;;;11;
8000000;8499999;160.001;168.000;120.65;;;;;;;;;;;11;
8000000;8499999;168.001;176.000;120.65;;;;;;;;;;;11;
8000000;8499999;176.001;184.000;129.45;;;;;;;;;;;11;
8000000;8499999;184.001;192.000;129.45;;;;;;;;;;;11;
8000000;8499999;192.001;200.000;138.30;;;;;;;;;;;11;
11300000;11399999;0.000;8.000;29.80;;;;;;;;;;;11;
11300000;11399999;8.001;16.000;39.80;;;;;;;;;;;11;
11300000;11399999;16.001;24.000;41.25;;;;;;;;;;;11;
11300000;11399999;24.001;32.000;41.25;;;;;;;;;;;11;
11300000;11399999;32.001;40.000;50.10;;;;;;;;;;;11;
11300000;11399999;40.001;48.000;50.10;;;;;;;;;;;11;
11300000;11399999;48.001;56.000;58.90;;;;;;;;;;;11;
11300000;11399999;56.001;64.000;58.90;;;;;;;;;;;11;
11300000;11399999;64.001;72.000;67.70;;;;;;;;;;;11;
11300000;11399999;72.001;80.000;67.70;;;;;;;;;;;11;
11300000;11399999;80.001;88.000;76.55;;;;;;;;;;;11;
11300000;11399999;88.001;96.000;76.55;;;;;;;;;;;11;
11300000;11399999;96.001;104.000;85.35;;;;;;;;;;;11;
11300000;11399999;104.001;112.000;85.35;;;;;;;;;;;11;
11300000;11399999;112.001;120.000;93.55;;;;;;;;;;;11;
11300000;11399999;120.001;128.000;93.55;;;;;;;;;;;11;
11300000;11399999;128.001;136.000;103.00;;;;;;;;;;;11;
11300000;11399999;136.001;144.000;103.00;;;;;;;;;;;11;
11300000;11399999;144.001;152.000;111.80;;;;;;;;;;;11;
11300000;11399999;152.001;160.000;111.80;;;;;;;;;;;11;
11300000;11399999;160.001;168.000;120.65;;;;;;;;;;;11;
11300000;11399999;168.001;176.000;120.65;;;;;;;;;;;11;
11300000;11399999;176.001;184.000;129.45;;;;;;;;;;;11;
11300000;11399999;184.001;192.000;129.45;;;;;;;;;;;11;
11300000;11399999;192.001;200.000;138.30;;;;;;;;;;;11;
18000000;18109999;0.000;8.000;29.80;;;;;;;;;;;11;
18000000;18109999;8.001;16.000;39.80;;;;;;;;;;;11;
18000000;18109999;16.001;24.000;41.25;;;;;;;;;;;11;
18000000;18109999;24.001;32.000;41.25;;;;;;;;;;;11;
18000000;18109999;32.001;40.000;50.10;;;;;;;;;;;11;
18000000;18109999;40.001;48.000;50.10;;;;;;;;;;;11;
18000000;18109999;48.001;56.000;58.90;;;;;;;;;;;11;
18000000;18109999;56.001;64.000;58.90;;;;;;;;;;;11;
18000000;18109999;64.001;72.000;67.70;;;;;;;;;;;11;
18000000;18109999;72.001;80.000;67.70;;;;;;;;;;;11;
18000000;18109999;80.001;88.000;76.55;;;;;;;;;;;11;
18000000;18109999;88.001;96.000;76.55;;;;;;;;;;;11;
18000000;18109999;96.001;104.000;85.35;;;;;;;;;;;11;
18000000;18109999;104.001;112.000;85.35;;;;;;;;;;;11;
18000000;18109999;112.001;120.000;93.55;;;;;;;;;;;11;
18000000;18109999;120.001;128.000;93.55;;;;;;;;;;;11;
18000000;18109999;128.001;136.000;103.00;;;;;;;;;;;11;
18000000;18109999;136.001;144.000;103.00;;;;;;;;;;;11;
18000000;18109999;144.001;152.000;111.80;;;;;;;;;;;11;
18000000;18109999;152.001;160.000;111.80;;;;;;;;;;;11;
